"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","gene_name","gene_symbol"
"54991",53.8516482551679,0.354578257492842,0.605213859500334,0.585872666210227,0.557961086990528,0.810275705685407,"ENSG00000131591","chromosome 1 open reading frame 159","C1orf159"
"8784",55.7773995242278,-0.275594602355892,0.617832275780673,-0.446067020386172,0.655548834660701,0.862119871440521,"ENSG00000186891","TNF receptor superfamily member 18","TNFRSF18"
"7293",46.1618319388499,-0.825788967841988,0.626297907331332,-1.31852423291767,0.187328218414402,0.478827106728653,"ENSG00000186827","TNF receptor superfamily member 4","TNFRSF4"
"51150",1244.96522834927,-0.480241211446674,0.383965641530628,-1.25074006500232,0.211029327973482,0.508783037305929,"ENSG00000078808","stromal cell derived factor 4","SDF4"
"126792",99.9153060955699,-2.87929301047333,0.616339702635,-4.67160073927358,2.98861459633532e-06,0.000210398467582007,"ENSG00000176022","beta-1,3-galactosyltransferase 6","B3GALT6"
"388581",9.82012992087237,1.43917459145228,1.10279862158526,1.3050203031479,0.191885934406742,NA,"ENSG00000184163","C1q and TNF related 12","C1QTNF12"
"118424",427.214702377275,-0.791922976595836,0.39890416807107,-1.98524618187179,0.0471170884980841,0.21920631268882,"ENSG00000160087","ubiquitin conjugating enzyme E2 J2","UBE2J2"
"101928895",9.21883418297208,0.545422210168384,1.13020706891634,0.482586089902394,0.629389657765263,NA,NA,"long intergenic non-protein coding RNA 1786","LINC01786"
"6339",30.4082805374965,0.445534531310724,0.701487898042113,0.635127893944047,0.525345005941508,0.788223757652677,"ENSG00000162572","sodium channel epithelial 1 subunit delta","SCNN1D"
"116983",304.75167557532,-0.252870052160458,0.419515796759685,-0.602766461033438,0.546664061406159,0.803580460445266,"ENSG00000131584","ArfGAP with coiled-coil, ankyrin repeat and PH domains 3","ACAP3"
"126789",81.0354044233706,0.264127405467741,0.532125144151819,0.496363324249123,0.619638096189018,0.843355490572529,"ENSG00000169972","pseudouridine synthase like 1","PUSL1"
"54973",547.721417175318,-0.15144163060789,0.393401439606954,-0.384954439310631,0.700271171260763,0.883513838041325,"ENSG00000127054","integrator complex subunit 11","INTS11"
"80772",177.64455578094,-1.62060416728642,0.505548311004214,-3.20563659695999,0.00134764066214607,0.0212822213658393,"ENSG00000224051","ceramide-1-phosphate transfer protein","CPTP"
"83756",19.995781257067,-0.1360725527502,0.811647569269705,-0.167649800112916,0.866858790791322,0.954364444559258,"ENSG00000169962","taste 1 receptor member 3","TAS1R3"
"1855",279.42054330564,0.612585965392414,0.41457996531907,1.47760629224076,0.139513189189802,0.407007288681088,"ENSG00000107404","dishevelled segment polarity protein 1","DVL1"
"54587",17.7805720782915,-0.865582577655785,0.859124269535686,-1.00751731542119,0.313686240989694,0.617363730417687,"ENSG00000162576","matrix remodeling associated 8","MXRA8"
"54998",869.964520203886,-0.0308169295510172,0.418839080094439,-0.073577015650184,0.941346960410766,0.983163743914461,"ENSG00000175756","aurora kinase A interacting protein 1","AURKAIP1"
"81669",648.619508847841,0.427155485799986,0.406560648522603,1.05065624858732,0.293416497041046,0.598993616981843,"ENSG00000221978","cyclin L2","CCNL2"
"148413",105.551615566996,-0.139926571677545,0.488936998067947,-0.286185279965455,0.77473621735813,0.914640039133481,"ENSG00000224870","MRPL20 antisense RNA 1","MRPL20-AS1"
"55052",158.219942371598,-0.625424162590228,0.45853936531878,-1.36394868116815,0.172583717823724,0.458395514219646,"ENSG00000242485","mitochondrial ribosomal protein L20","MRPL20"
"219293",9.32735601322863,0.112049783823261,1.15840577146321,0.09672757731665,0.92294273898203,NA,"ENSG00000215915","ATPase family AAA domain containing 3C","ATAD3C"
"83858",218.944470420838,0.298414063723596,0.450037231346637,0.663087502406541,0.507274514317419,0.77715083077652,"ENSG00000160072","ATPase family AAA domain containing 3B","ATAD3B"
"55210",110.153030861912,-0.543609543702901,0.498487355264938,-1.09051822069585,0.275484931523342,0.581167183350487,"ENSG00000197785","ATPase family AAA domain containing 3A","ATAD3A"
"339453",2.75456082635386,-0.767377818990801,2.10820487170961,-0.363995847504379,0.715861110214224,NA,"ENSG00000205090","transmembrane protein 240","TMEM240"
"29101",901.132525835595,-0.149240561589326,0.381385121797322,-0.391311965411792,0.69556665549128,0.880885059234431,"ENSG00000160075","SSU72 homolog, RNA polymerase II CTD phosphatase","SSU72"
"643988",33.1522558357876,-3.0683211975337,0.823989370606135,-3.72373880900504,0.000196294007796026,0.0051992646500587,"ENSG00000228594","fibronectin type III domain containing 10","FNDC10"
"105378586",4.73048005018638,-2.4812780772728,1.74238092740231,-1.42407325416039,0.154425267778918,NA,NA,"uncharacterized LOC105378586","LOC105378586"
"142678",588.735739261909,0.178419712885258,0.388998560591659,0.458664198175657,0.646475327467004,0.857182194706447,"ENSG00000197530","MIB E3 ubiquitin protein ligase 2","MIB2"
"8510",59.0563458915003,0.00280505669681286,0.556806176650361,0.00503776145891113,0.995980464912925,0.999044393779652,"ENSG00000189409","matrix metallopeptidase 23B","MMP23B"
"984",863.972140143827,0.913325675604069,0.386492158531737,2.36311566856555,0.0181220124731919,0.123358798392578,"ENSG00000248333","cyclin dependent kinase 11B","CDK11B"
"728661",610.069342821773,-1.30512234847798,0.388428328811849,-3.36000814479773,0.000779401747338353,0.014261665899313,"ENSG00000189339","solute carrier family 35 member E2B","SLC35E2B"
"8511",21.3928771084736,-0.0967101132042359,0.789098860364025,-0.122557664269876,0.902457380646088,0.969190680330957,"ENSG00000215914","matrix metallopeptidase 23A (pseudogene)","MMP23A"
"728642",533.337608839329,0.66296567733634,0.463441471883076,1.43052729968802,0.152565736314715,0.427913459623741,"ENSG00000008128","cyclin dependent kinase 11A","CDK11A"
"9906",167.875653188857,-0.962388010344178,0.450764327422059,-2.13501369074194,0.032759891830881,0.175841217146815,NA,"solute carrier family 35 member E2A (pseudogene)","SLC35E2A"
"112268218",178.928216344078,-0.919607533995231,0.481684214842497,-1.90915023922037,0.0562427133724496,0.244095565888996,NA,"uncharacterized LOC112268218","LOC112268218"
"65220",2629.91083553857,-1.64184272605899,0.366857898379574,-4.47541877471107,7.62616876296155e-06,0.000439443854958319,"ENSG00000008130","NAD kinase","NADK"
"2782",4018.09950832244,-0.286047963857505,0.378207335397351,-0.756325795630004,0.449453885758721,0.735130248949456,"ENSG00000078369","G protein subunit beta 1","GNB1"
"105378949",7.49542264257424,1.12282275327808,1.24990807564486,0.898324264925472,0.369012699857742,NA,"ENSG00000231050","GNB1 divergent transcript","GNB1-DT"
"163688",2.42570155222087,-2.05051981049349,2.25167755271977,-0.910663166676195,0.362472877073422,NA,"ENSG00000169885","calmodulin like 6","CALML6"
"5590",95.5132049671547,-0.601908528527669,0.510584575958877,-1.17886155765141,0.238453307471447,0.539866449153904,"ENSG00000067606","protein kinase C zeta","PRKCZ"
"100506504",12.5663416207443,-1.48325988503404,1.02029158543751,-1.45376077408106,0.146012642206665,NA,"ENSG00000182873","PRKCZ antisense RNA 1","PRKCZ-AS1"
"199990",340.586217475182,0.160239290156979,0.432299180364574,0.37066757799967,0.710885141738277,0.887323162381025,"ENSG00000162585","FA core complex associated protein 20","FAAP20"
"112268219",21.0724914574334,-0.277554474917508,0.795407049380076,-0.348946460977217,0.727129503990757,0.895388736335965,NA,"uncharacterized LOC112268219","LOC112268219"
"6497",668.110423138864,-1.52265773576619,0.525917983390046,-2.89523801021444,0.00378871143997267,0.0437206887916864,"ENSG00000157933","SKI proto-oncogene","SKI"
"79906",16.2574836364271,0.0115667161928798,0.905139949110175,0.0127789257387775,0.989804169948249,0.997908988345706,"ENSG00000116151","MORN repeat containing 1","MORN1"
"11079",561.450753659941,-0.849687069288646,0.426177457567971,-1.99374005874801,0.0461804691849172,0.217044959879639,"ENSG00000157916","retention in endoplasmic reticulum sorting receptor 1","RER1"
"5192",81.4786715684555,-0.328543594565956,0.534349497806403,-0.614847765207387,0.538655261563332,0.797901747361144,"ENSG00000157911","peroxisomal biogenesis factor 10","PEX10"
"9651",141.794157469055,0.104343573000366,0.507028411272731,0.205794331600561,0.836951569161033,0.942742247502988,"ENSG00000149527","phospholipase C eta 2","PLCH2"
"55229",169.773176840335,-0.475488716315049,0.443921709260515,-1.07110940149135,0.28412024142849,0.589848261578067,"ENSG00000157881","pantothenate kinase 4 (inactive)","PANK4"
"115110",241.228666082803,-0.0542995609921589,0.469441172952984,-0.115668509965992,0.907915264101553,0.971463353880385,NA,"TNFRSF14 antisense RNA 1","TNFRSF14-AS1"
"8764",1944.56450730774,0.0288167865741629,0.419760550073639,0.0686505355710715,0.945267792150597,0.983450808097227,"ENSG00000157873","TNF receptor superfamily member 14","TNFRSF14"
"100996583",8.11955449519148,-0.452289764705923,1.20060744891858,-0.376717440086944,0.706383600813363,NA,"ENSG00000228037","uncharacterized LOC100996583","LOC100996583"
"127281",84.2557270692995,-1.12266668080727,0.530437544636998,-2.11649173810946,0.0343030071396972,0.181000798225085,"ENSG00000157870","peroxiredoxin like 2B","PRXL2B"
"79258",18.5236788991259,0.16163327036793,0.83037387525356,0.194651198917565,0.845666018647548,0.94657980463846,"ENSG00000142606","membrane metalloendopeptidase like 1","MMEL1"
"100287898",15.2030728551747,-0.842816484257226,0.912005188441654,-0.924135624378792,0.355415707538557,0.655133740078483,"ENSG00000215912","tetratricopeptide repeat domain 34","TTC34"
"1953",434.757349942981,-0.133351787419792,0.422611658492455,-0.31554214073385,0.752350060313689,0.905147904906989,"ENSG00000162591","multiple EGF like domains 6","MEGF6"
"127262",845.406721328923,-0.208945764282689,0.391393526462386,-0.533850843602978,0.593444733760839,0.830824926940063,"ENSG00000158109","tumor protein p63 regulated 1 like","TPRG1L"
"49856",124.49684227179,-0.305941535488704,0.467073699739439,-0.655017689198463,0.512456365098246,0.780639095777901,"ENSG00000116213","WD repeat containing, antisense to TP73","WRAP73"
"7161",7.63429496229433,-2.54776133870357,1.33686642847212,-1.9057710512002,0.0566799163536214,NA,"ENSG00000078900","tumor protein p73","TP73"
"57212",127.217729212827,-0.26881307937712,0.484887953017469,-0.554381847815128,0.579317546304223,0.823392997488607,"ENSG00000293478","Gfo/Idh/MocA-like oxidoreductase domain containing 3, pseudogene","GFOD3P"
"388588",122.171089390822,1.0542858947386,0.598471855257058,1.76162986693127,0.0781318543043795,0.293216952050844,"ENSG00000235169","small integral membrane protein 1 (Vel blood group)","SMIM1"
"57470",323.15020777853,0.1294229154766,0.410423253780634,0.315340113612993,0.752503431194167,0.905204742689264,"ENSG00000130764","leucine rich repeat containing 47","LRRC47"
"9731",136.89077800185,-0.690966221324126,0.458249210969284,-1.50783941310581,0.131595632146051,0.393831898436836,"ENSG00000116198","centrosomal protein 104","CEP104"
"1677",60.9921808704617,-0.785509366008501,0.548323064269156,-1.43256670600841,0.151981702172635,0.426901984095163,"ENSG00000169598","DNA fragmentation factor subunit beta","DFFB"
"339448",192.906616274981,0.57891918845847,0.512635576674156,1.12929967173629,0.258771439346004,0.563123156429773,"ENSG00000198912","chromosome 1 open reading frame 174","C1orf174"
"107985376",73.9258520840685,-0.0866589616702038,0.710656916393845,-0.121942050616978,0.902944912533265,0.969402933625889,NA,NA,NA
"55966",2.64334009867632,-4.70050143133553,2.4384581682927,-1.92765309344085,0.0538982901631543,NA,"ENSG00000196581","adherens junctions associated protein 1","AJAP1"
"261734",66.5403391268478,-0.346385669320441,0.538783864969917,-0.642902825866513,0.520287155677067,0.785288041856118,"ENSG00000131697","nephrocystin 4","NPHP4"
"8514",1410.48683119372,-0.700315080386927,0.42739106367888,-1.63858147701728,0.101300452595097,0.340833797263382,"ENSG00000069424","potassium voltage-gated channel subfamily A regulatory beta subunit 2","KCNAB2"
"6146",4157.61781952056,1.06663249844968,0.436680263862183,2.44259378478875,0.0145821402686038,0.10705307806413,"ENSG00000116251","ribosomal protein L22","RPL22"
"107985733",14.073486062025,0.537732726892097,0.993555892120533,0.541220409598117,0.58835567151095,NA,NA,NA,NA
"102724450",4.53213646652081,5.79110162932114,2.17341138278098,2.66452162494482,0.00770979092283298,NA,"ENSG00000226944","RNF207 antisense RNA 1","RNF207-AS1"
"388591",9.36739626084403,0.10372746170575,1.09416464116357,0.0948005974635068,0.924473212303774,NA,"ENSG00000158286","ring finger protein 207","RNF207"
"23463",115.825408791367,-2.18980417580069,0.488762962128758,-4.48029892908255,7.45385706841068e-06,0.000431613818818447,"ENSG00000116237","isoprenylcysteine carboxyl methyltransferase","ICMT"
"387509",54.5738727337546,-2.69732805746601,0.666258212996466,-4.04847250637993,5.15529886684798e-05,0.00192618093974745,"ENSG00000158292","G protein-coupled receptor 153","GPR153"
"11332",72.5629075886016,-0.169950361693901,0.567982633697416,-0.299217531683265,0.764774073382805,0.910205511271226,"ENSG00000097021","acyl-CoA thioesterase 7","ACOT7"
"83715",543.486888343454,0.412304574671492,1.47282350949651,0.279941603330625,0.779522307914294,0.916367247279873,"ENSG00000187017","espin","ESPN"
"8718",290.001218144782,1.04428703912146,0.429916158758426,2.42904812449316,0.0151385227657775,0.109811757329198,"ENSG00000215788","TNF receptor superfamily member 25","TNFRSF25"
"57449",39.7339145357315,0.80529385648715,0.654595549409131,1.23021590539998,0.218616265310808,0.518109703188762,"ENSG00000171680","pleckstrin homology and RhoGEF domain containing G5","PLEKHG5"
"79707",149.75936643161,0.304995868952894,0.44601985099143,0.683816803837178,0.494090854245591,0.76661167688076,"ENSG00000162408","nucleolar protein 9","NOL9"
"80835",7.94287488843939,3.19948077427991,1.46496026109806,2.18400516330848,0.0289618686540297,NA,"ENSG00000173662","taste 1 receptor member 1","TAS1R1"
"3104",245.985469247666,-0.0217644832581844,0.414673067254427,-0.0524858858143072,0.958141541322315,0.988439091217591,"ENSG00000204859","zinc finger and BTB domain containing 48","ZBTB48"
"9903",820.790437876481,0.427236325705325,0.398437652591719,1.07227899503543,0.283594738376682,0.589848261578067,"ENSG00000162413","kelch like family member 21","KLHL21"
"148479",344.057157448436,-0.0242805298304739,0.414622125496958,-0.0585606226425367,0.953302075407566,0.986173594157661,"ENSG00000116273","PHD finger protein 13","PHF13"
"90326",110.612370335909,0.378286353861018,0.471975761245511,0.801495298959308,0.422844964509534,0.714499020373867,"ENSG00000041988","THAP domain containing 3","THAP3"
"55735",109.910738075303,-0.455956701372544,0.502919077803449,-0.906620411705165,0.364607563922823,0.662915540366241,"ENSG00000007923","DnaJ heat shock protein family (Hsp40) member C11","DNAJC11"
"110841581",3.13108502637586,0.504250427620274,1.8765082675124,0.268717402609014,0.788147158858363,NA,NA,"CAMTA1 divergent transcript","CAMTA1-DT"
"23261",197.203301197947,1.19768150540412,0.440869961676279,2.71663213535867,0.00659498639816882,0.0637637815312971,"ENSG00000171735","calmodulin binding transcription activator 1","CAMTA1"
"9341",714.333821454465,0.0907139729459883,0.402338969162728,0.225466534188237,0.821616356982098,0.935969512198087,"ENSG00000049245","vesicle associated membrane protein 3","VAMP3"
"8863",55.7811065180799,-0.167993917664331,0.611358402968044,-0.274787942471631,0.783479162154322,0.917045636983415,"ENSG00000049246","period circadian regulator 3","PER3"
"10911",127.828308563895,-0.293891985301763,0.585233873061792,-0.502178699541427,0.615541824809178,0.841439698379924,"ENSG00000049247","urotensin 2","UTS2"
"3604",45.7688154857119,-0.189480391812664,0.605759262115117,-0.312798175220729,0.754434001833937,0.906106600388861,"ENSG00000049249","TNF receptor superfamily member 9","TNFRSF9"
"11315",735.78685189488,0.370421254275489,0.404004791884739,0.91687341763305,0.35920897497222,0.657648405314593,"ENSG00000116288","Parkinsonism associated deglycase","PARK7"
"54206",12.1729563527084,-0.420104012412629,1.2923045302224,-0.325081281221178,0.745119555653904,NA,"ENSG00000116285","ERBB receptor feedback inhibitor 1","ERRFI1"
"50651",6.23128225452398,-0.570335573815684,1.36405732266562,-0.418117013367988,0.675861566423569,NA,"ENSG00000162426","solute carrier family 45 member 1","SLC45A1"
"473",1295.45528575665,-1.05342926146072,0.41857617774357,-2.51669664322387,0.0118460774902802,0.0934826740471903,"ENSG00000142599","arginine-glutamic acid dipeptide repeats","RERE"
"102724552",19.0683251424547,-0.185271199003687,0.816581633229427,-0.226886316645373,0.820512142351613,0.935569893111856,NA,"RERE antisense RNA 1","RERE-AS1"
"2023",5032.96690049588,-0.202288367069844,0.397451569798918,-0.508963562962368,0.610777764557623,0.838698632452804,"ENSG00000074800","enolase 1","ENO1"
"112268261",8.66729420085222,-0.28944282557714,1.25224204204057,-0.23113968055687,0.817206289017804,NA,NA,"uncharacterized LOC112268261","LOC112268261"
"765",20.7391980892985,-0.31112286392174,0.799668343571585,-0.389064874735646,0.697228156330847,0.881819574421464,"ENSG00000131686","carbonic anhydrase 6","CA6"
"6518",17.4470526391121,-0.232304700300195,0.842881637800486,-0.275607736462735,0.782849366899396,0.91693459996903,"ENSG00000142583","solute carrier family 2 member 5","SLC2A5"
"80045",50.9740619877378,0.183671712383287,0.574063544722541,0.319950141533652,0.749006126616322,0.904226247224571,"ENSG00000180758","G protein-coupled receptor 157","GPR157"
"9563",412.458185584189,-1.46434528058999,0.414927641477264,-3.5291581813554,0.000416883868031304,0.00924749356349374,"ENSG00000049239","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase","H6PD"
"80176",10.3105554987504,-3.68698505806261,1.36054644685538,-2.70992957762252,0.00672974951363134,NA,"ENSG00000171621","splA/ryanodine receptor domain and SOCS box containing 1","SPSB1"
"84275",82.9135124547815,1.31728980769912,0.532416121913216,2.47417340212294,0.0133544861213168,0.100410121618175,"ENSG00000171612","solute carrier family 25 member 33","SLC25A33"
"199953",66.1563851055931,-0.116197402968769,0.581533348035997,-0.199812105980166,0.841627533049447,0.944351135145491,"ENSG00000188807","transmembrane protein 201","TMEM201"
"107985734",6.36610247672723,-0.51129805664627,1.33259426880087,-0.383686219141826,0.701211027838867,NA,NA,NA,NA
"105376712",4.39073313008488,1.48685186290756,1.68506287990686,0.882371738548856,0.377575813587879,NA,NA,"uncharacterized LOC105376712","LOC105376712"
"5293",4337.65104520709,-0.206048863430177,0.394499185824207,-0.522304914266653,0.601458048135711,0.833100950416497,"ENSG00000171608","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","PIK3CD"
"644997",20.5787856761144,-2.56446247765777,0.911056634121814,-2.81482224223053,0.00488042208372746,0.0522662336204472,"ENSG00000179840","PIK3CD antisense RNA 1","PIK3CD-AS1"
"101929074",2.1656794940396,0.0879019014513168,2.28861317631813,0.0384083699075487,0.969362087686373,NA,"ENSG00000231789","PIK3CD antisense RNA 2","PIK3CD-AS2"
"22883",1018.93999142228,-0.994805433224145,0.40669509973316,-2.44607184565748,0.0144422217987386,0.106338321825206,"ENSG00000171603","calsyntenin 1","CLSTN1"
"56998",238.289818413823,-0.13134510647775,0.445172520346113,-0.295043158494222,0.76796091066399,0.911583016497944,"ENSG00000178585","catenin beta interacting protein 1","CTNNBIP1"
"105376717",18.8197148574189,0.177549192773671,0.823935380692284,0.215489220312995,0.829385915603971,0.939384695576678,NA,"uncharacterized LOC105376717","LOC105376717"
"84328",143.287465545738,-0.100057852458766,0.46517964766649,-0.215095077698891,0.829693191520545,0.939550976107247,"ENSG00000162441","leucine zipper and CTNNBIP1 domain containing","LZIC"
"64802",34.5636221225339,-1.03886304158222,0.691818446811419,-1.50164114063498,0.133189812373592,0.396251541438871,"ENSG00000173614","nicotinamide nucleotide adenylyltransferase 1","NMNAT1"
"116362",274.665193274863,0.548839568686365,0.418040957243654,1.31288468073829,0.189221809684229,0.481003890233913,"ENSG00000162444","retinol binding protein 7","RBP7"
"10277",469.733497206244,0.0515141293850624,0.392504429358125,0.131244708421011,0.895581729606159,0.966643162337199,"ENSG00000130939","ubiquitination factor E4B","UBE4B"
"23095",601.920828160432,0.992979716452352,0.413458981523809,2.40164021299697,0.0163217526883272,0.115513102623844,"ENSG00000054523","kinesin family member 1B","KIF1B"
"105376725",4.07522114670962,0.384937267820979,1.64927202313494,0.233398288712428,0.815452141895063,NA,NA,NA,NA
"5226",3534.35729514448,-0.159705790773323,0.373084937483283,-0.428068181606713,0.668601481385032,0.868694843614006,"ENSG00000142657","phosphogluconate dehydrogenase","PGD"
"100526739",7.36253793798322,0.424621158028202,1.25517451323635,0.338296510605013,0.735139753008792,NA,"ENSG00000251503","CENPS-CORT readthrough","CENPS-CORT"
"378708",4.54635682745305,-0.916067501444445,1.53994048855587,-0.594872015024112,0.551929024928695,NA,"ENSG00000175279","centromere protein S","CENPS"
"1325",3.43867488850635,0.783138773730499,1.77197529863976,0.441958064726788,0.65851955188207,NA,"ENSG00000241563","cortistatin","CORT"
"1676",101.909205178095,-0.863182936996177,0.504727042171335,-1.71019752237321,0.0872293537211847,0.313317948131939,"ENSG00000160049","DNA fragmentation factor subunit alpha","DFFA"
"5195",127.313999253251,0.247724230416986,0.457373195739379,0.541623848368552,0.588077659473829,0.827719843267718,"ENSG00000142655","peroxisomal biogenesis factor 14","PEX14"
"54897",206.063671171369,0.800783045912518,0.451146482969455,1.77499565250237,0.0758986050338414,0.288742815964921,"ENSG00000130940","castor zinc finger 1","CASZ1"
"148345",2.46853781919706,0.249685082554551,2.01777604507073,0.123742713253293,0.901518991252928,NA,"ENSG00000175262","chromosome 1 open reading frame 127","C1orf127"
"23435",510.292562317901,0.359131392302113,0.397965328694435,0.902418794823859,0.366834440755141,0.665062594685808,"ENSG00000120948","TAR DNA binding protein","TARDBP"
"10747",49.4114002465922,0.00835855422951435,0.580016434443232,0.0144108920595291,0.988502169686054,0.997602114192337,"ENSG00000009724","MBL associated serine protease 2","MASP2"
"6723",261.345527338677,-0.958269075255715,0.455906586290044,-2.10189785379866,0.0355622246013743,0.185305927646273,"ENSG00000116649","spermidine synthase","SRM"
"5394",166.277682951895,-0.430753251386198,0.439837292599206,-0.979346814456487,0.327408646632521,0.629407596630727,"ENSG00000171824","exosome component 10","EXOSC10"
"105376736",7.3176108411156,-0.19272394864651,1.24200813368701,-0.155171245194983,0.876686316696546,NA,"ENSG00000230337","EXOSC10 antisense RNA 1","EXOSC10-AS1"
"2475",307.445650577103,-0.263775993998236,0.411594885087336,-0.640863148584232,0.521611600355762,0.786592645587223,"ENSG00000198793","mechanistic target of rapamycin kinase","MTOR"
"100873935",6.94861419742741,0.126273235582544,1.25995468301726,0.100220458151839,0.920169304526637,NA,"ENSG00000225602","MTOR antisense RNA 1","MTOR-AS1"
"29914",139.34131180624,-0.127784623458163,0.456571427031164,-0.279878713149171,0.779570559266514,0.916367247279873,"ENSG00000120942","UbiA prenyltransferase domain containing 1","UBIAD1"
"26232",25.2205163526012,-0.186914356038669,0.875933964736225,-0.213388638371793,0.831023841699924,0.939794260607136,"ENSG00000116661","F-box protein 2","FBXO2"
"93611",148.612067387808,0.404681237571325,0.468149688416948,0.864427014657979,0.387353357977702,0.685530367333916,"ENSG00000132879","F-box protein 44","FBXO44"
"26270",238.452160665803,-0.349582473197897,0.438448516311515,-0.797317039954404,0.425266926439755,0.716262766568286,"ENSG00000116663","F-box protein 6","FBXO6"
"10459",378.531347547172,0.700257059240841,0.404818460089429,1.72980515534333,0.0836650930635661,0.304435333193215,"ENSG00000116670","mitotic arrest deficient 2 like 2","MAD2L2"
