Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl_id,gene_name,gene_symbol
11240,1129.94220502586,-2.61563676316859,0.570069640641798,-4.58827584683135,4.4692184040528e-06,0.000291611050598,ENSG00000117115,peptidyl arginine deiminase 2,PADI2
23569,576.635403149778,-1.22320471262996,0.398920269865547,-3.06628869233001,0.0021673394134762,0.0302047038759885,ENSG00000159339,peptidyl arginine deiminase 4,PADI4
126917,403.019928580341,1.33865617257675,0.406762863116293,3.29099899219176,0.0009983227093293,0.0169032462784676,ENSG00000169991,intermediate filament family orphan 2,IFFO2
4681,32.9990163495087,3.01476275492279,0.752065872308776,4.00864188354636,6.10689434814289e-05,0.0021815777556409,ENSG00000158747,"NBL1, DAN family BMP antagonist",NBL1
249,7994.38074738481,-1.23762474457719,0.400850181738422,-3.08749952216514,0.0020184809622931,0.0286008488894422,ENSG00000162551,"alkaline phosphatase, biomineralization associated",ALPL
3399,69.3657306704516,2.00138909913324,0.6711843422155,2.98187692002303,0.0028648714878512,0.0366703550444955,ENSG00000117318,inhibitor of DNA binding 3,ID3
6135,14657.36105397,1.22221826345445,0.420585313831934,2.90599367894915,0.0036608884441887,0.0431315001082584,ENSG00000142676,ribosomal protein L11,RPL11
57095,545.178567271483,1.40270839990598,0.389487944235083,3.60141673360587,0.0003164877907391,0.0073769699308291,ENSG00000057757,PITH domain containing 1,PITHD1
25949,1339.12022692474,1.29768118470712,0.443576068014565,2.92549864224079,0.0034390467675519,0.0415061800739757,ENSG00000117614,SYF2 pre-mRNA splicing factor,SYF2
55219,223.776319046722,1.563986816897,0.476433245993418,3.282698741218,0.0010281848083015,0.0172993710639518,ENSG00000204178,macoilin 1,MACO1
6195,2399.40278437551,-1.36708761850673,0.410069196615081,-3.33379739271168,0.0008566903549148,0.0152381518448677,ENSG00000117676,ribosomal protein S6 kinase A1,RPS6KA1
2810,85.3710803123152,1.62617824629974,0.506836225686708,3.20848858839251,0.0013343460435693,0.0211184515284786,ENSG00000175793,stratifin,SFN
23038,1516.32882182222,-1.41710047415801,0.471904185613186,-3.00294109982655,0.0026738417532736,0.0349270579021371,ENSG00000142784,WD and tetratricopeptide repeats 1,WDTC1
55113,987.771090380317,-1.37961549182609,0.448253442570249,-3.07775771651743,0.0020856440919058,0.0293658688140337,ENSG00000158156,XK related 8,XKR8
8420,614.478418525496,1.86670235081818,0.448892933085433,4.15845787098393,3.20403308196174e-05,0.0013419407039586,ENSG00000242125,small nucleolar RNA host gene 3,SNHG3
85028,75.5128890455341,1.72850260133159,0.591457295169169,2.92244700580996,0.0034729271547879,0.0418126675269522,ENSG00000197989,small nucleolar RNA host gene 12,SNHG12
100129196,48.0638957112583,1.85603116936953,0.613042443371038,3.02757368505101,0.0024652560332118,0.0327785931413937,ENSG00000186056,MATN1 antisense RNA 1,MATN1-AS1
127544,3258.25917728953,1.719021410951,0.381116575258534,4.51048713844284,6.46789230422174e-06,0.0003845090109389,ENSG00000116514,ring finger protein 19B,RNF19B
23154,102.87765127052,-1.79405298026786,0.588847411074012,-3.04671965356127,0.0023135337505781,0.0315776088775879,ENSG00000020129,neurochondrin,NCDN
80149,3209.0076782707,3.26527683315011,0.383929782855975,8.50488026445977,1.81783107580704e-17,3.14546837048503e-14,ENSG00000163874,zinc finger CCCH-type containing 12A,ZC3H12A
79647,1838.589871715,1.29276409501791,0.405348704844789,3.18926415593932,0.0014263547371577,0.0220820844493311,ENSG00000174574,akirin 1,AKIRIN1
84879,85.4270120489914,2.24253961978976,0.530628463381126,4.22619549185216,2.37675528237649e-05,0.0010632601557547,ENSG00000168389,"MFSD2 lysolipid transporter A, lysophospholipid",MFSD2A
6018,817.12205467923,1.72676143333051,0.382228083265012,4.51762052275288,6.2538432798895e-06,0.0003768081428459,ENSG00000117000,RLF zinc finger,RLF
4904,14851.24238772,1.59992056586379,0.435739158150841,3.67173924109419,0.0002409054157747,0.0060799072479304,ENSG00000065978,Y-box binding protein 1,YBX1
1263,3275.38807135296,2.50995453235786,0.444512442231937,5.64653380624208,1.63714984761811e-08,2.46050745637527e-06,ENSG00000173846,polo like kinase 3,PLK3
343521,116.970874904045,2.12239734987277,0.593525292994917,3.575917277532,0.0003490020063792,0.0079257229835798,ENSG00000188396,dynein light chain Tctex-type 4,DYNLT4
26994,1337.17860656847,1.09475093459334,0.369450869877969,2.96318407628851,0.0030447442975813,0.038348869797032,ENSG00000123091,ring finger protein 11,RNF11
4116,409.727966104896,1.44197207562505,0.440114229148898,3.27635868173035,0.0010515492231413,0.0176702542823353,ENSG00000162385,"mago homolog, exon junction complex subunit",MAGOH
3725,2276.59719729347,3.31324532925865,1.12256975287676,2.95148281054959,0.0031625214837186,0.0394607158266985,ENSG00000177606,"Jun proto-oncogene, AP-1 transcription factor subunit",JUN
79971,404.303418082291,-1.95221774695655,0.408028344323236,-4.78451503214694,1.71400670365856e-06,0.0001400470537639,ENSG00000116729,Wnt ligand secretion mediator,WLS
5876,322.942846557466,1.4803892909649,0.438553593716019,3.3756177401741,0.000736501708683,0.0136635878714902,ENSG00000137955,Rab geranylgeranyltransferase subunit beta,RABGGTB
10964,114.011222916383,-1.58769716191849,0.536791182718878,-2.9577556655769,0.0030988764831173,0.0388477711698005,ENSG00000137959,interferon induced protein 44 like,IFI44L
80135,320.506292014277,1.7103452539059,0.585505832397223,2.92114127523423,0.0034875164298535,0.0419128659170903,ENSG00000117133,ribosome production factor 1 homolog,RPF1
8915,470.39703850058,1.34369022972889,0.42349317350268,3.17287341048577,0.0015093832083587,0.0230473856107383,ENSG00000142867,BCL10 immune signaling adaptor,BCL10
2959,419.680905495956,1.35894521112337,0.476876842044089,2.84967750855415,0.0043763577644103,0.0485391056855334,ENSG00000137947,general transcription factor IIB,GTF2B
284695,256.13871126747,1.75466948011833,0.425080195021456,4.12785516866945,3.6616260909536e-05,0.0014752382708613,ENSG00000162664,zinc finger protein 326,ZNF326
7049,451.305063167815,-1.58894088262865,0.402702477139932,-3.94569433471977,7.95690667140479e-05,0.0026048243632825,ENSG00000069702,transforming growth factor beta receptor 3,TGFBR3
50999,820.490115158055,1.14880132473513,0.395346842587208,2.90580624652824,0.0036630819469932,0.0431315001082584,ENSG00000117500,transmembrane p24 trafficking protein 5,TMED5
1806,536.46312292542,-1.48913779602365,0.389539761960396,-3.82281333368749,0.0001319376605142,0.0039044206792879,ENSG00000188641,dihydropyrimidine dehydrogenase,DPYD
64645,808.302123763618,1.37263603140109,0.415964800662299,3.29988506050411,0.0009672443422852,0.0165445784174017,ENSG00000156875,major facilitator superfamily domain containing 14A,MFSD14A
6884,98.9708092452542,1.82886784193957,0.523371882334104,3.49439452838636,0.0004751383058751,0.0100916848484189,ENSG00000197780,TATA-box binding protein associated factor 13,TAF13
1435,197.077384654093,2.43454360000899,0.459756255178206,5.29529195652887,1.18826407776525e-07,1.38210611340765e-05,ENSG00000184371,colony stimulating factor 1,CSF1
79084,74.6334924293363,-1.59503099018434,0.533684623823859,-2.98871453098258,0.0028015374789393,0.0361712020446845,ENSG00000116455,WD repeat domain 77,WDR77
55924,929.525368322118,-1.15405144790958,0.39832675658424,-2.89724812313861,0.0037645189048099,0.0436344929555787,ENSG00000197852,inka box actin regulator 2,INKA2
8458,129.545599103094,1.9006884843538,0.480242203037487,3.9577706255971,7.56525524444925e-05,0.0025425340238631,ENSG00000116830,transcription termination factor 2,TTF2
4853,2630.96311449419,-1.71324534066049,0.53261834087616,-3.21664728601383,0.0012969794175973,0.0206966439523022,ENSG00000134250,notch receptor 2,NOTCH2
2210,160.999131871602,-1.68166152412373,0.460276848760053,-3.65358702844599,0.0002586020809018,0.0063851801124091,ENSG00000291135,"Fc gamma receptor Ib, pseudogene",FCGR1BP
103091866,153.724270130938,-1.34897339695112,0.44866012573696,-3.00667101792326,0.0026412543721875,0.0346529060447514,ENSG00000290867,long intergenic non-protein coding RNA 1145,LINC01145
100996740,186.707264823874,1.55496408756601,0.436397259526523,3.56318481296858,0.0003663825413765,0.008264305014255,,uncharacterized LOC100996740,LOC100996740
105371260,213.985207283901,1.50942359333499,0.464703241441635,3.2481451789584,0.0011615998553028,0.0190133880651782,ENSG00000234222,LIX1L antisense RNA 1,LIX1L-AS1
8338,36.2801445914606,2.15138457725258,0.694313525599341,3.09857794487796,0.0019445181264786,0.0279087142746165,ENSG00000184260,H2A clustered histone 20,H2AC20
54507,443.042753225451,-1.4938901606509,0.442121583108894,-3.37891253837059,0.0007277315610213,0.0135572943735684,ENSG00000143382,ADAMTS like 4,ADAMTSL4
4170,28247.3651608027,1.37806525704093,0.379900670357275,3.6274357077205,0.0002862500213393,0.0068649066217024,ENSG00000143384,"MCL1 apoptosis regulator, BCL2 family member",MCL1
55793,316.025790914874,-1.37256333307999,0.425954017755021,-3.22232747166948,0.0012715371735729,0.0203202882123192,ENSG00000143409,MINDY lysine 48 deubiquitinase 1,MINDY1
79626,109.613290925871,-1.83251554759329,0.535932972207249,-3.41929988006905,0.0006278249409493,0.0122251343335817,ENSG00000163154,TNF alpha induced protein 8 like 2,TNFAIP8L2
65005,227.259000094832,1.23063587834721,0.432344930476929,2.84642143713739,0.0044213637525052,0.0489165935099344,ENSG00000143436,mitochondrial ribosomal protein L9,MRPL9
6282,8237.16907839697,-1.29270613078652,0.400560187627476,-3.22724566922948,0.0012498809841157,0.0201669578329701,ENSG00000163191,S100 calcium binding protein A11,S100A11
3608,722.866063277603,1.45557709520795,0.430180245497446,3.38364467090944,0.0007153051128963,0.0133603546770695,ENSG00000143621,interleukin enhancer binding factor 2,ILF2
65123,297.48852584755,-1.83748201876788,0.449297482305504,-4.08967797758204,4.31972498832254e-05,0.0016968447358652,ENSG00000143624,integrator complex subunit 3,INTS3
3570,1159.84255028251,-1.8509268368735,0.398267738542603,-4.64744356057227,3.36074003454885e-06,0.0002305295318057,ENSG00000160712,interleukin 6 receptor,IL6R
126669,379.575112356115,-1.57300524500226,0.420503718438986,-3.74076417407589,0.0001834616006934,0.0049475451025713,ENSG00000169291,Src homology 2 domain containing E,SHE
2629,272.561311525628,-1.78722866692525,0.468593979330388,-3.81402396479605,0.000136722201341,0.0040193322310725,ENSG00000177628,glucosylceramidase beta 1,GBA1
6016,1321.96165396409,1.51609263469431,0.396720043253183,3.82156803135544,0.0001326058204804,0.0039155308051809,ENSG00000143622,Ras like without CAAX 1,RIT1
4000,659.66036204611,2.45692883445918,0.541552570804576,4.5368242473837,5.71076593920853e-06,0.0003488000237573,ENSG00000160789,lamin A/C,LMNA
64218,1263.60337249143,-1.86551945326176,0.465768745197002,-4.00524825355707,6.19523824237848e-05,0.0021864777501333,ENSG00000196189,semaphorin 4A,SEMA4A
9826,386.348971981303,-2.44704697003839,0.449135599578788,-5.44834783155308,5.08398602985695e-08,6.47651401289205e-06,ENSG00000132694,Rho guanine nucleotide exchange factor 11,ARHGEF11
4332,4481.48870194161,-2.29636428991897,0.450963593060399,-5.09212789071292,3.54067134016753e-07,3.53432983925976e-05,ENSG00000163563,myeloid cell nuclear differentiation antigen,MNDA
9447,40.1687518401533,-2.01111848501467,0.691070070681857,-2.91015132956107,0.0036125379419141,0.0427072391090852,ENSG00000163568,absent in melanoma 2,AIM2
23385,1073.48088171198,-1.30732386574068,0.429398163106664,-3.04454927399382,0.002330292541895,0.0315776088775879,ENSG00000162736,nicastrin,NCSTN
114836,144.482189848932,-1.54388866572584,0.46056299718366,-3.35217695552338,0.0008017875273182,0.0145508947078069,ENSG00000162739,SLAM family member 6,SLAMF6
50848,901.501602028359,-1.54164627453128,0.393956993217025,-3.91323494968907,9.10678496044227e-05,0.0028934051218735,ENSG00000158769,F11 receptor,F11R
5202,209.780409010712,1.8320933088032,0.461915262743366,3.96629740684946,7.29977675714235e-05,0.0024741559669563,ENSG00000143256,prefoldin subunit 2,PFDN2
84134,147.776152819309,1.90333214841012,0.46734983071362,4.07260690670161,4.64898496973848e-05,0.0017824713547658,ENSG00000158882,translocase of outer mitochondrial membrane 40 like,TOMM40L
9970,27.0447725334591,2.99938845774523,0.800649627706739,3.74619353328899,0.0001795381008817,0.004891042031353,ENSG00000143257,nuclear receptor subfamily 1 group I member 3,NR1I3
2212,6349.56911091278,-1.14499928382745,0.370317481721294,-3.09193959330602,0.0019885331021957,0.0283567364338703,ENSG00000143226,Fc gamma receptor IIa,FCGR2A
3310,777.788506468655,-3.14165181283099,0.406313369947572,-7.73209066006459,1.0579455487606201e-14,7.44793666327474e-12,ENSG00000173110,heat shock protein family A (Hsp70) member 6,HSPA6
2214,3216.05311562588,-2.13154908857299,0.446667614039826,-4.77211470358121,1.82301626108691e-06,0.0001451547416056,ENSG00000203747,Fc gamma receptor IIIa,FCGR3A
3311,184.713720929478,-1.74731976570355,0.453012247933798,-3.85711373958018,0.0001147337826071,0.0034642868536189,ENSG00000225217,heat shock protein family A (Hsp70) member 7 (pseudogene),HSPA7
2215,9451.56693225621,-2.56025181394876,0.461669895195382,-5.54563301742956,2.92892567955105e-08,4.0388979267706e-06,ENSG00000162747,Fc gamma receptor IIIb,FCGR3B
84824,78.8489516642878,-3.32431199561076,0.683175045170533,-4.86597398296501,1.13894500863721e-06,9.82872802292347e-05,ENSG00000132185,Fc receptor like A,FCRLA
117157,157.243492225039,-2.63724166680893,0.531765818979019,-4.95940425782235,7.07096859779032e-07,6.3477366418821e-05,ENSG00000198574,SH2 domain containing 1B,SH2D1B
8804,968.623424653947,1.54015750294443,0.410226769738492,3.75440516455383,0.00017375361419,0.0047821570851967,ENSG00000143162,cellular repressor of E1A stimulated genes 1,CREG1
9019,589.794408116781,-2.6183817442234,0.451609924620807,-5.79788353061975,6.7157064544273604e-09,1.16661414979767e-06,ENSG00000197965,myelin protein zero like 1,MPZL1
2153,438.73655820415,-1.60397342671118,0.470636767050175,-3.40809205529023,0.0006541882116467,0.0125724447111887,ENSG00000198734,coagulation factor V,F5
6402,11277.0769059289,-1.72911392836996,0.367408944269798,-4.70623798178476,2.52329936994859e-06,0.0001857942129677,ENSG00000188404,selectin L,SELL
100506046,80.9209247821569,1.660330763841,0.58382431416396,2.84388766202484,0.004456675791319,0.0491385992628075,,GAS5 antisense RNA 1,GAS5-AS1
60674,1130.11348799342,1.36001632761767,0.394880467786523,3.44412154706246,0.0005729180815495,0.0115411931608543,ENSG00000234741,growth arrest specific 5,GAS5
106635533,557.684243803054,1.56938650173658,0.413936540303812,3.79136980896811,0.0001498186781375,0.0043282389606209,,"small nucleolar RNA, H/ACA box 103",SNORA103
51278,4053.60519701778,2.8263451227617,0.373442521333158,7.56835379289935,3.77983410498446e-14,2.5070955947880496e-11,ENSG00000162783,immediate early response 5,IER5
6041,83.3149931963722,-2.33083031252408,0.590442118644697,-3.94760170205044,7.89379883439528e-05,0.0026006761874106,ENSG00000135828,ribonuclease L,RNASEL
10092,2121.01761009176,-1.58685154569272,0.388892136336525,-4.08044132915958,4.49502744179172e-05,0.001737730839925,ENSG00000162704,actin related protein 2/3 complex subunit 5,ARPC5
116496,5897.8160308329,-1.71037215993767,0.387569095878916,-4.41307673425031,1.01911854935714e-05,0.0005388035460949,ENSG00000135842,niban apoptosis regulator 1,NIBAN1
5996,314.47045698412,3.22328073303249,0.48559783106913,6.63775768095147,3.1849087316819495e-11,1.03905705353604e-08,ENSG00000090104,regulator of G protein signaling 1,RGS1
140609,404.1385043943,-1.64746730351033,0.457457893794187,-3.60135288047195,0.0003165655457757,0.0073769699308291,ENSG00000151414,NIMA related kinase 7,NEK7
5788,10351.5670967718,-1.47093714516502,0.393785454883507,-3.73537703570124,0.0001874341499559,0.0050042299197832,ENSG00000081237,protein tyrosine phosphatase receptor type C,PTPRC
10440,181.308140659349,1.62315913110696,0.464068019737141,3.4976750434696,0.0004693326081955,0.0100124289748378,ENSG00000134375,translocase of inner mitochondrial membrane 17A,TIMM17A
127829,1460.40071828109,1.54868135527412,0.376308563182577,4.11545605599925,3.86414615081491e-05,0.0015382981819434,ENSG00000143862,ARF like GTPase 8A,ARL8A
5778,435.025105565259,1.22659428887717,0.402873377302755,3.04461490379246,0.002329784149429,0.0315776088775879,ENSG00000143851,protein tyrosine phosphatase non-receptor type 7,PTPN7
92703,1067.4519297201,1.11222058998078,0.37511723516241,2.96499463560834,0.0030268820761353,0.0382225903147475,ENSG00000163444,transmembrane protein 183A,TMEM183A
493,793.414604935126,-1.95320343245299,0.391457395846236,-4.98956834940015,6.05143604166222e-07,5.54411017077218e-05,ENSG00000058668,ATPase plasma membrane Ca2+ transporting 4,ATP2B4
84919,4203.88503778547,2.30217693458349,0.369596973479492,6.2288847035465,4.69767334578546e-10,1.10238734514432e-07,ENSG00000158615,protein phosphatase 1 regulatory subunit 15B,PPP1R15B
9261,4483.98107898631,1.26696044908239,0.388768105040898,3.25891047299034,0.0011184095524564,0.0184461728405154,ENSG00000162889,MAPK activated protein kinase 2,MAPKAPK2
722,135.406723313241,3.99791717243288,0.670154644035248,5.96566360916332,2.4364177541192704e-09,4.86410804165662e-07,ENSG00000123838,complement component 4 binding protein alpha,C4BPA
1380,22.3609632909884,-2.8604565349192,0.860269639000023,-3.32506972842165,0.0008839642440257,0.0154965999057524,ENSG00000117322,complement C3d receptor 2,CR2
1378,2221.21305288392,-1.70688555890146,0.444299264495263,-3.84174743309677,0.0001221615042773,0.0036473934848523,ENSG00000203710,complement C3b/C4b receptor 1 (Knops blood group),CR1
3914,61.1115727049911,2.57433611089919,0.587396422687844,4.3826213634727,1.17259805393515e-05,0.0006032565988244,ENSG00000196878,laminin subunit beta 3,LAMB3
101930114,26.5790488406414,2.64999099011079,0.824311574148336,3.21479289290426,0.0013053866715225,0.0207620120312555,ENSG00000227591,HSD11B1 antisense RNA 1,HSD11B1-AS1
50486,7638.00183900617,2.12742207449796,0.384826900256769,5.52825718025034,3.23427685571398e-08,4.414457879799e-06,ENSG00000123689,G0/G1 switch 2,G0S2
100131205,175.192410027413,1.65373882793666,0.440120863272565,3.75746520089983,0.0001716432273115,0.0047682201648188,ENSG00000220749,ribosomal protein L21 pseudogene 28,RPL21P28
467,70.2285636692213,2.47929272353365,0.619001136487494,4.00531207034987,6.19356584088463e-05,0.0021864777501333,ENSG00000162772,activating transcription factor 3,ATF3
28982,75.6290799572697,-2.09770624167198,0.549451994368439,-3.81781531994104,0.0001346386491874,0.0039667986157072,ENSG00000162769,FLVCR choline and heme transporter 1,FLVCR1
64757,183.483141487063,-1.58359386655166,0.469837150277727,-3.37051649835603,0.0007502741320587,0.0138232324936878,ENSG00000186205,mitochondrial amidoxime reducing component 1,MTARC1
100873924,32.2943289450091,-2.67370252047228,0.784316070537927,-3.40896052102886,0.0006521091609608,0.0125505210604503,ENSG00000257551,HLX antisense RNA 1,HLX-AS1
3142,349.537504894318,-1.91253917532256,0.429619768746712,-4.45170198033909,8.51923473722049e-06,0.0004689435549179,ENSG00000136630,H2.0 like homeobox,HLX
11221,223.069731990963,2.67619890576968,0.51673596443146,5.17904517970638,2.23024456404978e-07,2.33060556943202e-05,ENSG00000143507,dual specificity phosphatase 10,DUSP10
7100,130.752386423846,-2.5641949259585,0.492232280465996,-5.20931890840433,1.8953509570583e-07,2.07805036078786e-05,ENSG00000187554,toll like receptor 5,TLR5
7159,701.540229239349,1.91677056383095,0.385070038594904,4.97771930224727,6.43378676145838e-07,5.85430828035832e-05,ENSG00000143514,tumor protein p53 binding protein 2,TP53BP2
100287497,90.9994287542979,1.4327857669518,0.499351775360181,2.86929142470423,0.0041139256141866,0.0465155274855121,,septin 7 pseudogene 13,SEPTIN7P13
80232,3292.93240676408,1.15107069904105,0.38542829443661,2.98647171382058,0.0028221694526068,0.0362974409596813,ENSG00000162923,WD repeat domain 26,WDR26
100506443,27.4312748147901,-2.51202831039747,0.805840339503942,-3.11727793615274,0.0018252940039167,0.0268298160399893,ENSG00000228382,ITPKB intronic transcript 1,ITPKB-IT1
128308,292.497924196215,1.32567713960024,0.44420648775205,2.98437140418402,0.0028416161881599,0.0364424334926437,ENSG00000162910,mitochondrial ribosomal protein L55,MRPL55
54583,1031.65322583714,-1.5704730641391,0.388514787055839,-4.04224785378217,5.29412288265743e-05,0.0019670607688451,ENSG00000135766,egl-9 family hypoxia inducible factor 1,EGLN1
359948,4176.07556797436,1.92240776709134,0.379529572987415,5.06523840015777,4.07889563271707e-07,3.92513007073551e-05,ENSG00000168264,interferon regulatory factor 2 binding protein 2,IRF2BP2
23029,272.45720994838,1.76715808204152,0.47766118021856,3.69960581940725,0.0002159345915486,0.0055843889369408,ENSG00000188739,RNA binding motif protein 34,RBM34
128178,21.6388199249181,2.53573299536988,0.857849687035759,2.95591760851709,0.0031174035481026,0.0390434361979602,ENSG00000186197,EDAR associated via death domain,EDARADD
51112,351.580475442339,-1.32372566282389,0.433798701831314,-3.05147446784807,0.0022772041468646,0.0312409053009862,ENSG00000171853,trafficking protein particle complex subunit 12,TRAPPC12
91543,168.108879251454,-2.65843953225621,0.547352048622275,-4.85690980594244,1.19231870743769e-06,0.0001009395888018,ENSG00000134321,radical S-adenosyl methionine domain containing 2,RSAD2
101929531,37.1996157271687,-1.91468757021892,0.664274149552354,-2.88237555459474,0.0039468900593573,0.0453163960806559,,long intergenic non-protein coding RNA 1871,LINC01871
9475,101.14465983823,-1.53117790609708,0.523363637785589,-2.92564824062991,0.0034373936334013,0.0415061800739757,ENSG00000134318,Rho associated coiled-coil containing protein kinase 2,ROCK2
55252,275.566611348082,-1.82900198473701,0.416586769270926,-4.39044664797677,1.13118067983233e-05,0.0005864601850169,ENSG00000143970,ASXL transcriptional regulator 2,ASXL2
105374333,28.3264676220631,2.07913734964107,0.728205355714087,2.85515251065716,0.004301616689518,0.048028735257924,,uncharacterized LOC105374333,LOC105374333
790,137.02897393239,-2.04664743238874,0.488722858156051,-4.18774648705961,2.81737966150987e-05,0.001219588037293,ENSG00000084774,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",CAD
5500,2192.58844270659,1.24072890703017,0.387753312243817,3.19978931927215,0.0013752807774027,0.0215659503851566,ENSG00000213639,protein phosphatase 1 catalytic subunit beta,PPP1CB
51646,5544.59538036823,1.68995016220915,0.423362376966114,3.99173439623902,6.55918127310147e-05,0.002284781476797,ENSG00000119801,yippee like 5,YPEL5
58484,70.3951638113543,-3.06921095362597,0.606535580227384,-5.06023233208405,4.18745922613296e-07,4.00081818633961e-05,ENSG00000091106,NLR family CARD domain containing 4,NLRC4
51232,52.0414153635265,-1.80642873982037,0.605939562306012,-2.98120283307741,0.0028711855414629,0.0367160399642528,ENSG00000150938,cysteine rich transmembrane BMP regulator 1,CRIM1
10602,3034.58452718454,1.67779468716542,0.375362352726689,4.46980011441656,7.82927310253644e-06,0.0004456355617852,ENSG00000163171,CDC42 effector protein 3,CDC42EP3
6432,828.978924992372,1.59205742739871,0.452193002127369,3.52074760093319,0.00043033201932,0.009467304425041,ENSG00000115875,serine and arginine rich splicing factor 7,SRSF7
80745,82.668781519941,1.98633641634253,0.560482902686079,3.5439732538194,0.0003941452276892,0.0087732521917063,ENSG00000138050,THUMP domain containing 2,THUMPD2
6546,322.757434823564,-1.60998337211169,0.405085950582528,-3.97442411862587,7.05497497466096e-05,0.0024073302362516,ENSG00000183023,solute carrier family 8 member A1,SLC8A1
5966,1458.49245177936,1.15869931876643,0.403784660152178,2.86959717174431,0.0041099502694168,0.0465098940809806,ENSG00000162924,"REL proto-oncogene, NF-kB subunit",REL
5013,27.3048031059076,-2.55384454775666,0.775778440767319,-3.29197669534444,0.000994858553326,0.0168659417101252,ENSG00000115507,orthodenticle homeobox 1,OTX1
29094,97.095483422926,-2.47853678643309,0.579313157480122,-4.27840582322374,1.88236600340775e-05,0.0008803681000553,ENSG00000119862,galectin like,LGALSL
9792,1573.80658890143,1.8860292878811,0.370282852615404,5.09348265673009,3.51545222650536e-07,3.53432983925976e-05,ENSG00000179833,SERTA domain containing 2,SERTAD2
5861,1404.06325863967,1.44564235116324,0.411435190809322,3.51365751752921,0.0004419822726575,0.0096600569919395,ENSG00000138069,"RAB1A, member RAS oncogene family",RAB1A
56902,106.582505720806,1.70509982114158,0.537216416609768,3.17395330526573,0.0015037788094571,0.0230189406105567,ENSG00000115946,partner of NOB1 homolog,PNO1
5341,10586.2642698647,1.39262333871661,0.380184192866197,3.6630227264781,0.000249256414639,0.0062670184252101,ENSG00000115956,pleckstrin,PLEK
7039,173.938099067646,-2.14338495948148,0.488448126257652,-4.38815269065208,1.1431750902089e-05,0.0005903903477464,ENSG00000163235,transforming growth factor alpha,TGFA
8291,3336.61855859266,-1.6469845833039,0.445833394467146,-3.6941705214172,0.0002206057298672,0.0056746581590472,ENSG00000135636,dysferlin,DYSF
105374836,353.734976906444,2.23912890075014,0.518684461539056,4.31693846024639,1.58208243442988e-05,0.0007723333811289,ENSG00000186854,uncharacterized LOC105374836,LOC105374836
